generated_at,day,city,var,horizon_hours,mae,rmse,bias
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,4,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,5,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,6,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,7,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,8,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,9,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,10,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,11,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,12,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,13,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,14,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,15,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,46,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,47,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,48,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,49,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,50,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,51,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,52,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,53,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,54,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,55,0.0,0.0,0.0
2025-08-19T12:29:26Z,2025-08-19,Cape Town,precipitation,56,0.0,0.0,0.0
