generated_at,day,city,var,horizon_hours,mae,rmse,bias
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,34,4.200000000000001,4.200000000000001,4.200000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,35,4.200000000000001,4.200000000000001,4.200000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,36,4.200000000000001,4.200000000000001,4.200000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,37,4.200000000000001,4.200000000000001,4.200000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,38,4.300000000000001,4.300000000000001,4.300000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,39,4.300000000000001,4.300000000000001,4.300000000000001
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,70,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,71,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,72,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,73,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,74,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,75,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,76,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,77,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,78,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,79,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,temperature_2m,80,5.0,5.0,5.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,1,2.5,2.5,-2.5
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,2,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,3,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,4,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,5,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,6,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,7,3.0,3.0,-3.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,8,2.3000000000000007,2.3000000000000007,-2.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,9,2.3000000000000007,2.3000000000000007,-2.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,10,2.3000000000000007,2.3000000000000007,-2.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,11,2.3000000000000007,2.3000000000000007,-2.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,12,2.3000000000000007,2.3000000000000007,-2.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,28,3.3000000000000007,3.3000000000000007,-3.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,29,3.3000000000000007,3.3000000000000007,-3.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,30,3.3000000000000007,3.3000000000000007,-3.3000000000000007
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,31,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,32,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,33,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,34,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,35,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,36,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,37,4.2,4.2,-4.2
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,38,2.0,2.0,-2.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,39,2.0,2.0,-2.0
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,70,0.40000000000000036,0.40000000000000036,-0.40000000000000036
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,71,0.40000000000000036,0.40000000000000036,-0.40000000000000036
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,72,0.40000000000000036,0.40000000000000036,-0.40000000000000036
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,73,0.40000000000000036,0.40000000000000036,-0.40000000000000036
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,74,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,75,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,76,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,77,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,78,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,79,1.9000000000000004,1.9000000000000004,-1.9000000000000004
2025-08-19T23:24:25Z,2025-08-20,Cape Town,wind_speed_10m,80,0.5,0.5,-0.5
