generated_at,day,city,var,horizon_hours,mae,rmse,bias
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,126,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,127,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,128,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,129,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,130,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,131,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,132,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,133,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,134,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,135,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,145,3.0999999999999996,3.0999999999999996,3.0999999999999996
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,146,3.0999999999999996,3.0999999999999996,3.0999999999999996
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,76,2.3999999999999986,2.3999999999999986,-2.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,122,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,123,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,124,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,125,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,126,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,127,12.299999999999999,12.299999999999999,-12.299999999999999
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,128,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,129,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,130,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,131,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,132,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,133,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,134,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,135,0.9000000000000021,0.9000000000000021,0.9000000000000021
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,145,10.7,10.7,-10.7
2025-08-26T16:55:18Z,2025-08-26,Cape Town,wind_speed_10m,146,10.7,10.7,-10.7
