generated_at,day,city,var,horizon_hours,mae,rmse,bias
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,76,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,122,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,123,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,124,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,125,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,126,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,127,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,128,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,129,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,130,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,131,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,132,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,133,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,134,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,135,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,145,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,precipitation,146,0.0,0.0,0.0
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,76,4.5,4.5,4.5
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,122,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,123,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,124,3.3999999999999986,3.3999999999999986,3.3999999999999986
2025-08-26T16:55:18Z,2025-08-26,Cape Town,temperature_2m,125,3.3999999999999986,3.3999999999999986,3.3999999999999986
