generated_at,day,city,var,horizon_hours,mae,rmse,bias
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,2,0.1,0.1,0.1
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,3,0.1,0.1,0.1
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,4,0.1,0.1,0.1
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,5,0.10000000000000002,0.1,0.10000000000000002
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,6,0.1,0.1,0.1
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,7,0.1,0.1,0.1
2025-08-16T22:56:09Z,2025-08-17,Cape Town,precipitation,8,0.3,0.3,0.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,2,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,3,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,4,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,5,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,6,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,7,1.8000000000000007,1.8000000000000007,1.8000000000000007
2025-08-16T22:56:09Z,2025-08-17,Cape Town,temperature_2m,8,1.9000000000000004,1.9000000000000004,1.9000000000000004
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,2,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,3,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,4,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,5,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,6,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,7,8.3,8.3,8.3
2025-08-16T22:56:09Z,2025-08-17,Cape Town,wind_speed_10m,8,4.300000000000001,4.300000000000001,4.300000000000001
